EXIOBASE_code,EXIOBASE_industry_code,Year,Deforestation_area_ha
AT,i01.h,2014,0.009080819768960798
AT,i01.h,2015,0.000132703431174575
AT,i01.h,2016,0.002703705418589902
AT,i01.h,2017,0.0597891610401582
AT,i01.h,2018,0.06385319154760827
AT,i01.h,2019,0.08512831545292367
AT,i01.h,2020,0.0
AT,i01.h,2021,0.004703444336089586
AT,i01.h,2022,0.003987168756839287
AT,i01.i,2001,0.0
AT,i01.i,2002,0.0
AT,i01.i,2003,0.0
AT,i01.i,2004,0.0
AT,i01.i,2005,0.0
AT,i01.i,2006,0.0
AT,i01.i,2007,0.0
AT,i01.i,2008,0.0
AT,i01.i,2009,0.0
AT,i01.i,2010,0.0
AT,i01.i,2011,0.0
AT,i01.i,2012,0.0
AT,i01.i,2013,0.0
AT,i01.i,2014,0.0
AT,i01.i,2015,0.0
AT,i01.i,2016,65.41447783290549
AT,i01.i,2017,0.0
AT,i01.i,2018,0.0
AT,i01.i,2019,0.0
AT,i01.i,2020,127.11458049383188
AT,i01.i,2021,68.6750073357318
AT,i01.i,2022,70.56162493403146
AU,i01.a,2001,0.0
AU,i01.a,2002,0.0
AU,i01.a,2003,159.9957052224248
AU,i01.a,2004,0.0
AU,i01.a,2005,0.0
AU,i01.a,2006,0.0
AU,i01.a,2007,0.0
AU,i01.a,2008,182.2568113066661
AU,i01.a,2009,380.0519515363782
AU,i01.a,2010,259.3286196932651
AU,i01.a,2011,11.22871837659517
AU,i01.a,2012,0.0
AU,i01.a,2013,0.0
AU,i01.a,2014,1.574191970855475
AU,i01.a,2015,0.0
AU,i01.a,2016,0.0
AU,i01.a,2017,0.0
AU,i01.a,2018,0.0
AU,i01.a,2019,22.06970536616578
AU,i01.a,2020,4.65382789485648
AU,i01.a,2021,2.250208621753998
AU,i01.a,2022,1.867038488731461
AU,i01.b,2001,1430.610057846947
AU,i01.b,2002,3307.757325963685
AU,i01.b,2003,3616.713006884297
AU,i01.b,2004,0.0
AU,i01.b,2005,0.0
AU,i01.b,2006,2919.15710116008
AU,i01.b,2007,5718.356900295938
AU,i01.b,2008,2291.007687935456
AU,i01.b,2009,1473.692341220866
AU,i01.b,2010,0.0
AU,i01.b,2011,0.0
AU,i01.b,2012,0.0
AU,i01.b,2013,0.0
AU,i01.b,2014,0.0
AU,i01.b,2015,0.0
AU,i01.b,2016,0.0
AU,i01.b,2017,0.0
AU,i01.b,2018,104.4220656770014
AU,i01.b,2019,1320.120539498783
AU,i01.b,2020,322.8233268506538
AU,i01.b,2021,171.2339224533948
AU,i01.b,2022,128.3924029366279
AU,i01.c,2001,2351.14189931402
AU,i01.c,2002,1853.3760600320916
AU,i01.c,2003,1928.3561247058356
AU,i01.c,2004,3.110070598895396
AU,i01.c,2005,588.0531872090442
AU,i01.c,2006,1695.568201683315
AU,i01.c,2007,721.5371745593374
AU,i01.c,2008,0.0
AU,i01.c,2009,63.560569703678865
AU,i01.c,2010,465.2865896305308
AU,i01.c,2011,1651.140420030355
AU,i01.c,2012,1210.265610674609
AU,i01.c,2013,203.58757667736853
AU,i01.c,2014,385.17638726363526
AU,i01.c,2015,23.684279686572154
AU,i01.c,2016,424.2893184988942
AU,i01.c,2017,8565.046758489192
AU,i01.c,2018,103.79887762654843
AU,i01.c,2019,740.1969699051056
AU,i01.c,2020,128.20478930918463
AU,i01.c,2021,88.14086188120184
AU,i01.c,2022,59.53026140752348
AU,i01.d,2001,190.61834692785635
AU,i01.d,2002,127.5302648017013
AU,i01.d,2003,878.2368624398739
AU,i01.d,2004,488.02141402455817
AU,i01.d,2005,212.05881870185223
AU,i01.d,2006,669.3909730129355
AU,i01.d,2007,1591.4175762688124
AU,i01.d,2008,998.3277165279634
AU,i01.d,2009,1363.9887472827372
AU,i01.d,2010,74.07433262527805
AU,i01.d,2011,1374.8077136668417
AU,i01.d,2012,254.5516871469431
AU,i01.d,2013,408.82185685323805
AU,i01.d,2014,373.42192551899285
AU,i01.d,2015,445.835199029679
AU,i01.d,2016,292.61155920297443
AU,i01.d,2017,2573.3405855081396
AU,i01.d,2018,10.598860622874735
AU,i01.d,2019,326.2138560793624
AU,i01.d,2020,80.95642333871079
AU,i01.d,2021,39.50176207524841
AU,i01.d,2022,31.386447542355132
AU,i01.e,2001,0.0
AU,i01.e,2002,97.62811678552585
AU,i01.e,2003,191.24446669365136
AU,i01.e,2004,0.0
AU,i01.e,2005,0.3716907310011178
AU,i01.e,2006,1984.7440068145245
AU,i01.e,2007,1841.2595233278391
AU,i01.e,2008,1992.4032289508473
AU,i01.e,2009,3044.211337623037
AU,i01.e,2010,4354.848963523822
AU,i01.e,2011,8039.750004816642
AU,i01.e,2012,947.770528294437
AU,i01.e,2013,0.0
AU,i01.e,2014,0.3744132209346023
AU,i01.e,2015,102.91640138509075
AU,i01.e,2016,26.471724916894058
AU,i01.e,2017,3.88941722974162
AU,i01.e,2018,0.369588248018639
AU,i01.e,2019,302.17481948751083
AU,i01.e,2020,70.27155870519722
AU,i01.e,2021,33.04627784143568
AU,i01.e,2022,27.37065915966922
AU,i01.f,2001,68.4658378987673
AU,i01.f,2002,13.78466562004327
AU,i01.f,2003,0.0
AU,i01.f,2004,0.0
AU,i01.f,2005,0.0
AU,i01.f,2006,0.0
AU,i01.f,2007,0.0
AU,i01.f,2008,0.0
AU,i01.f,2009,0.0
AU,i01.f,2010,0.0
AU,i01.f,2011,829.0228247415345
AU,i01.f,2012,82.39913873024237
AU,i01.f,2013,43.13441216990987
AU,i01.f,2014,22.34884225096596
AU,i01.f,2015,23.79388601402884
AU,i01.f,2016,0.0
AU,i01.f,2017,0.0
AU,i01.f,2018,0.0
AU,i01.f,2019,0.0
AU,i01.f,2020,0.0
AU,i01.f,2021,0.0
AU,i01.f,2022,0.0
AU,i01.g,2001,0.0
AU,i01.g,2002,0.0
AU,i01.g,2003,315.5005023927724
AU,i01.g,2004,0.0
AU,i01.g,2005,0.0
AU,i01.g,2006,0.0
AU,i01.g,2007,177.605603194188
AU,i01.g,2008,1303.928217272387
AU,i01.g,2009,1713.611502002992
AU,i01.g,2010,645.3984991785463
AU,i01.g,2011,0.0
AU,i01.g,2012,0.0
AU,i01.g,2013,0.0
AU,i01.g,2014,36.71534314028268
AU,i01.g,2015,103.1950736816963
AU,i01.g,2016,20.33952757066169
AU,i01.g,2017,0.0
AU,i01.g,2018,0.0
AU,i01.g,2019,0.0
AU,i01.g,2020,23.83314481613229
AU,i01.g,2021,7.853174139094937
AU,i01.g,2022,6.515919561703524
AU,i01.h,2001,0.6225571451535024
AU,i01.h,2002,1.444966873437946
AU,i01.h,2003,3.04131114919159
AU,i01.h,2004,0.4641228197008006
AU,i01.h,2005,0.9107134960736201
AU,i01.h,2006,0.03221206996922323
AU,i01.h,2007,1.5756664023719305
AU,i01.h,2008,0.08434943965734226
AU,i01.h,2009,1.7829607509447376
AU,i01.h,2010,2.4808274936604278
AU,i01.h,2011,4.0270211119582235
AU,i01.h,2012,1.026076231550084
AU,i01.h,2013,0.5780474400425577
AU,i01.h,2014,0.34014198789711003
AU,i01.h,2015,0.33992289136077214
AU,i01.h,2016,0.1393480771903802
AU,i01.h,2017,22.39361435305781
AU,i01.h,2018,0.07540763172455023
AU,i01.h,2019,0.54667645152151
AU,i01.h,2020,0.08035653624873829
AU,i01.h,2021,0.06011116911995667
AU,i01.h,2022,0.039993908010329336
AU,i01.i,2001,0.0
AU,i01.i,2002,0.0
