permid,longitude,latitude,country_iso,nace_code,final_weight
4295856983,148.0475444,-22.1056069,AU,05.10,0.027027027027027025
4295856983,148.299848,-22.371371,AU,05.10,0.027027027027027025
4295856983,148.1796569,-22.2548999,AU,05.10,0.027027027027027025
4295856983,147.98,-21.8025693,AU,05.10,0.027027027027027025
4295856983,148.807361,-23.685585,AU,05.10,0.027027027027027025
4295856983,148.052171,-32.915411,AU,07.29,0.027027027027027025
4295856983,146.847067,-31.221874,AU,07.29,0.027027027027027025
4295856983,137.484845,-31.248309,AU,07.29,0.027027027027027025
4295856983,135.5787697,-29.72309911,AU,07.29,0.027027027027027025
4295856983,-59.683532,-17.342153,BO,07.29,0.027027027027027025
4295856983,-49.393779,-14.242481,BR,07.29,0.027027027027027025
4295856983,-69.539548,-28.173758,CL,07.29,0.027027027027027025
4295856983,-76.012346,-11.744722,PE,07.29,0.027027027027027025
4295856983,-69.555827,-26.234703,CL,07.29,0.027027027027027025
4295856983,-71.110448,-32.649972,CL,07.29,0.027027027027027025
4295856983,141.886526,-12.73671,AU,07.29,0.027027027027027025
4295857124,153.15816,-27.41307,AU,19.20,1.0
4295857141,,,AU,06.20,0.05
4295857141,,,AU,06.20,0.05
4295857141,,,AU,06.20,0.05
4295857141,,,AU,06.20,0.05
4295857141,116.3070232,-20.01642748,AU,06.20,0.05
4295857141,,,AU,06.20,0.05
4295857141,148.885,-26.684,AU,06.20,0.05
4295857141,148.961,-25.661,AU,06.20,0.05
4295857141,,,TL,06.20,0.05
4295857141,,,TL,06.20,0.05
4295857141,130.8663,-12.5221,AU,49.50,0.04671717171717172
4295857141,147.01825,-9.33862,PG,49.50,0.0523989898989899
4295857141,147.01825,-9.33862,PG,49.50,0.0523989898989899
4295857141,151.2103,-23.776,AU,49.50,0.04924242424242424
4295857141,151.2103,-23.776,AU,49.50,0.04924242424242424
4295857141,143.1935,-6.4382,PG,06.10,0.05
4295857141,142.714,-5.9311,PG,06.10,0.05
4295857141,126.6579,-11.0647,TL,06.10,0.05
4295857141,148.9666,-25.6128,AU,06.10,0.05
4295857141,150.247,-26.9497,AU,06.10,0.05
4295857272,141.489051,-31.953448,AU,07.29,1.0
4295857433,115.1378181,-19.88618541,AU,06.20,0.1111111111111111
4295857433,115.2163121,-19.96531641,AU,06.20,0.1111111111111111
4295857433,113.8463317,-21.53562728,AU,06.20,0.1111111111111111
4295857433,116.4878432,-19.44960149,AU,06.20,0.1111111111111111
4295857433,116.1380172,-19.58428147,AU,06.20,0.1111111111111111
4295857433,116.5979162,-19.5042585,AU,06.20,0.1111111111111111
4295857433,116.1262902,-19.59718747,AU,06.20,0.1111111111111111
4295857433,115.7811231,-19.78666645,AU,06.20,0.1111111111111111
4295857433,116.76556,-20.6128,AU,49.50,0.1111111111111111
4295857460,152.6464,-3.1245,PG,,0.125
4295857460,149.001713,-33.487494,AU,07.29,0.125
4295857460,146.721963,-31.396546,AU,07.29,0.125
4295857460,141.441882,-31.983184,AU,07.29,0.125
4295857460,141.504907,-31.933431,AU,07.29,0.125
4295857460,148.991968,-33.45893,AU,07.29,0.125
4295857460,148.997415,-33.469173,AU,07.29,0.125
4295857460,-73.613843,61.69122,CA,07.29,0.125
4295858398,119.528178,-30.823909,AU,07.10,0.2
4295858398,119.321842,-22.731185,AU,07.10,0.2
4295858398,119.271851,-29.849684,AU,07.10,0.2
4295858398,119.043293,-23.1236,AU,07.10,0.2
4295858398,119.280162,-30.017742,AU,07.10,0.2
4295858622,167.939616,-29.041887,NF,51.10,0.0136986301369863
4295858622,168.738998,-45.021099,NZ,51.10,0.0136986301369863
4295858622,174.804992676,-41.3272018433,NZ,51.10,0.0136986301369863
4295858622,125.524507,-8.546562,TL,51.10,0.0136986301369863
4295858622,-175.14999389648438,-21.241199493408203,TO,51.10,0.0136986301369863
4295858622,-172.00799560546875,-13.829999923706056,WS,51.10,0.0136986301369863
4295858622,138.533393,-34.947512,AU,51.10,0.0136986301369863
4295858622,146.959148,-36.066758,AU,51.10,0.0136986301369863
4295858622,133.903427,-23.806588,AU,51.10,0.0136986301369863
4295858622,151.617004395,-30.5280990601,AU,51.10,0.0136986301369863
4295858622,153.561471,-28.833236,AU,51.10,0.0136986301369863
4295858622,130.97703,-25.185913,AU,51.10,0.0136986301369863
4295858622,153.11700439453125,-27.38419914245605,AU,51.10,0.0136986301369863
4295858622,141.472000122,-32.0013999939,AU,51.10,0.0136986301369863
4295858622,119.803001404,-23.4178009033,AU,51.10,0.0136986301369863
4295858622,144.279998779,-23.4342002869,AU,51.10,0.0136986301369863
4295858622,149.182588,-21.170816,AU,51.10,0.0136986301369863
4295858622,144.843002,-37.673302,AU,51.10,0.0136986301369863
4295858622,149.901000977,-36.9085998535,AU,51.10,0.0136986301369863
4295858622,142.085998535,-34.229198455799995,AU,51.10,0.0136986301369863
4295858622,148.07699585,-22.057800293,AU,51.10,0.0136986301369863
4295858622,140.780561,-37.744382,AU,51.10,0.0136986301369863
4295858622,139.488998413,-20.6639003754,AU,51.10,0.0136986301369863
4295858622,151.83399963378906,-32.79499816894531,AU,51.10,0.0136986301369863
4295858622,115.114902,-21.670161,AU,51.10,0.0136986301369863
4295858622,147.214004517,-41.54529953,AU,51.10,0.0136986301369863
4295858622,149.131262,-33.382014,AU,51.10,0.0136986301369863
4295858622,117.745002747,-23.1711006165,AU,51.10,0.0136986301369863
4295858622,115.96700286865234,-31.94029998779297,AU,51.10,0.0136986301369863
4295858622,118.625999451,-20.3777999878,AU,51.10,0.0136986301369863
4295858622,135.880004883,-34.6053009033,AU,51.10,0.0136986301369863
4295858622,152.863006592,-31.4358005524,AU,51.10,0.0136986301369863
4295858622,148.553583,-20.494416,AU,51.10,0.0136986301369863
4295858622,150.475359,-23.380019,AU,51.10,0.0136986301369863
4295858622,153.08319,-26.593324,AU,51.10,0.0136986301369863
4295858622,114.090024,-22.235201,AU,51.10,0.0136986301369863
4295858622,137.52099609375,-35.71390151977539,AU,51.10,0.0136986301369863
4295858622,148.574996948,-32.2167015076,AU,51.10,0.0136986301369863
4295858622,122.227407,-17.948789,AU,51.10,0.0136986301369863
4295858622,152.322612,-24.905039,AU,51.10,0.0136986301369863
4295858622,145.755004883,-16.885799408,AU,51.10,0.0136986301369863
4295858622,149.195007,-35.3069,AU,51.10,0.0136986301369863
4295858622,140.503997803,-20.6686000824,AU,51.10,0.0136986301369863
4295858622,153.115997,-30.320601,AU,51.10,0.0136986301369863
4295858622,148.972408,-36.300445,AU,51.10,0.0136986301369863
4295858622,130.88185,-12.41497,AU,51.10,0.0136986301369863
4295858622,146.429992676,-41.1697006226,AU,51.10,0.0136986301369863
4295858622,148.179000854,-23.5674991608,AU,51.10,0.0136986301369863
4295858622,116.773002625,-20.712200164799995,AU,51.10,0.0136986301369863
4295858622,114.707001,-28.796101,AU,51.10,0.0136986301369863
4295858622,151.225439,-23.869763,AU,51.10,0.0136986301369863
4295858622,153.506641,-28.165962,AU,51.10,0.0136986301369863
4295858622,146.067001343,-34.2508010864,AU,51.10,0.0136986301369863
4295858622,148.95199585,-20.3581008911,AU,51.10,0.0136986301369863
4295858622,152.880662,-25.320127,AU,51.10,0.0136986301369863
4295858622,147.509994507,-42.836101532,AU,51.10,0.0136986301369863
4295858622,142.292653,-10.585628,AU,51.10,0.0136986301369863
4295858622,121.464586,-30.791543,AU,51.10,0.0136986301369863
4295858622,151.177001953125,-33.94609832763672,AU,51.10,0.0136986301369863
4295858622,150.845484,-31.077898,AU,51.10,0.0136986301369863
4295858622,151.793335,-27.558332,AU,51.10,0.0136986301369863
4295858622,146.766512,-19.252904,AU,51.10,0.0136986301369863
4295858622,147.46832,-35.163484,AU,51.10,0.0136986301369863
4295858622,141.922618,-12.677493,AU,51.10,0.0136986301369863
4295858622,137.51400756835938,-33.05889892578125,AU,51.10,0.0136986301369863
4295858622,145.726,-40.997039,AU,51.10,0.0136986301369863
4295858622,103.910004,1.36042,SG,51.10,0.0136986301369863
4295858622,149.845001221,-29.4988994598,AU,51.10,0.0136986301369863
4295858622,150.168953,-26.806447,AU,51.10,0.0136986301369863
4295858622,159.07546,-31.538204,AU,51.10,0.0136986301369863
4295858622,145.429716,-24.431678,AU,51.10,0.0136986301369863
4295858622,144.330002,-36.739399,AU,51.10,0.0136986301369863
4295858622,145.302086,-23.566268,AU,51.10,0.0136986301369863
4295858761,106.010925,-5.998211,ID,24.20,0.01993983068634996
4295858761,145.20503,-38.283196,AU,24.10,0.0752116420625481
4295858761,153.032028,-27.582695,AU,24.10,0.0752116420625481
4295858761,101.399322,3.157802,MY,24.10,0.0752116420625481
4295858761,174.823647,-36.946814,NZ,24.10,0.017491079549429793
4295858761,150.886191,-34.463834,AU,24.10,0.43377877282585886
4295858761,174.728098,-37.206878,NZ,24.10,0.09095361365703492
4295858761,-84.048129,41.568783,US,24.10,0.05946967046806129
4295858761,-84.048129,41.568783,US,24.10,0.15273210662562092
4295858976,8.484671,50.57377,DE,24.10,0.1
4295858976,15.283079,47.444064,AT,24.10,0.1
4295858976,14.792859,48.064267,AT,24.10,0.1
4295858976,14.73982,47.989746,AT,24.10,0.1
4295858976,15.666271,47.601473,AT,24.10,0.1
4295858976,-47.205493,-22.80243,BR,24.10,0.1
4295858976,-97.280283,27.889718,US,24.10,0.1
4295858976,13.686042,60.02888,SE,24.10,0.1
4295858976,15.065182,47.380455,AT,24.10,0.1
4295858976,14.33434,48.274023,AT,24.10,0.1
4295859007,16.71667,48.41667,AT,06.20,0.038461538461538464
4295859007,1.025068,49.416857,FR,20.11,0.03407895659490919
4295859007,14.326332,48.289006,AT,20.11,0.04585933665240867
4295859007,4.271608,51.271206,BE,20.13,0.040389874482855345
4295859007,25.525042,60.312635,FI,20.13,0.035341140172498425
4295859007,25.525042,60.312635,FI,20.13,0.02187784867821331
4295859007,25.525042,60.312635,FI,20.13,0.03618259589089125
4295859007,25.525042,60.312635,FI,20.13,0.03618259589089125
4295859007,2.95348,48.597248,FR,20.11,0.03702405160928406
4295859007,7.521576,47.792256,FR,20.11,0.021036392959820488
4295859007,-95.013656,29.599378,US,20.13,0.08414557183928195
4295859007,11.824562,58.083652,SE,20.13,0.05259098239955123
4295859007,11.824562,58.083652,SE,20.13,0.01682911436785639
4295859007,25.999,44.8803,RO,35.11,0.038461538461538464
4295859007,24.92715,44.815748,RO,19.20,0.038461538461538464
4295859007,24.93267,44.79835,RO,19.20,0.038461538461538464
4295859007,16.49968,48.14442,AT,19.20,0.038461538461538464
4295859007,12.84201,48.19254,DE,19.20,0.038461538461538464
4295859007,78.0311,64.7576,RU,06.10,0.038461538461538464
4295859007,174.2911,-38.9488,NZ,06.10,0.038461538461538464
4295859007,173.3119,-39.9694,NZ,06.10,0.038461538461538464
4295859007,2.019,61.049,NO,06.10,0.038461538461538464
4295859007,2.2121,61.1797,NO,06.10,0.038461538461538464
4295859007,7.0101,67.0688,NO,06.10,0.038461538461538464
4295859007,44.8,35.1,IQ,06.10,0.038461538461538464
4295859007,12.2,26.5833,LY,06.10,0.038461538461538464
4295859071,16.7238,48.0323,AT,35.11,0.061868686868686865
4295859071,16.893,48.0892,AT,35.11,0.05303030303030303
4295859071,16.8798,48.0907,AT,35.11,0.04419191919191919
4295859071,16.845,48.095,AT,35.11,0.06481481481481481
4295859071,16.8374,48.0874,AT,35.11,0.061868686868686865
4295859071,24.6859,45.9852,RO,35.11,0.29461279461279466
4295859071,24.6859,45.9852,RO,35.11,0.29461279461279466
4295859071,15.4923,46.9082,AT,35.11,0.125
4295859421,27.6326752,43.1963539,BG,35.11,0.060919540229885064
4295859421,27.6326752,43.1963539,BG,35.11,0.13908045977011493
4295859421,10.4485,43.3813,IT,35.11,0.1
4295859421,11.7515,51.8026,DE,35.11,0.1
4295859421,6.5782,51.5649,DE,35.11,0.1
4295859421,-4.0447,43.3766,ES,35.11,0.1
4295859421,6.3339,48.6278,FR,35.11,0.1
4295859421,5.4086,47.0547,FR,35.11,0.1
4295859421,7.5339,47.8076,FR,35.11,0.1
4295859421,5.7033,45.1349,FR,35.11,0.1
4295859731,-44.282,-19.9677,BR,35.11,1.0
4295859739,-53.6828,-31.5514,BR,35.11,0.3333333333333333
4295859739,-59.9299,-3.1173,BR,35.11,0.3333333333333333
4295859739,-60.0328,-3.1298,BR,35.11,0.3333333333333333
4295859761,-44.346453,-2.565241,BR,24.10,0.011200716845878136
4295859761,-40.582788,-20.779552,BR,24.10,0.017921146953405017
4295859761,-40.244719,-20.27353,BR,24.10,0.013440860215053764
4295859761,-38.858662,-3.581128,BR,24.10,0.013440860215053764
4295859761,56.592435,24.507215,OM,24.10,0.013440860215053764
4295859761,-43.8003,-15.4002,BR,35.11,0.013888888888888888
4295859761,-43.8192,-15.4082,BR,35.11,0.017361111111111112
4295859761,-43.8034,-15.3965,BR,35.11,0.013888888888888888
4295859761,-43.8307,-15.3981,BR,35.11,0.017361111111111112
4295859761,-43.8174,-15.4027,BR,35.11,0.013888888888888888
4295859761,-43.7901,-15.4132,BR,35.11,0.013888888888888888
4295859761,-43.8048,-15.3909,BR,35.11,0.013888888888888888
4295859761,-43.8485,-15.3977,BR,35.11,0.011805555555555555
4295859761,-43.818,-15.4255,BR,35.11,0.01111111111111111
4295859761,-43.8037,-15.4292,BR,35.11,0.013888888888888888
4295859761,-43.7901,-15.4297,BR,35.11,0.013888888888888888
4295859761,-43.7888,-15.4377,BR,35.11,0.014583333333333334
4295859761,-43.8072,-15.3591,BR,35.11,0.011805555555555555
4295859761,-43.7946,-15.3651,BR,35.11,0.013888888888888888
4295859761,-43.7868,-15.3751,BR,35.11,0.013888888888888888
4295859761,-43.8072,-15.3802,BR,35.11,0.013194444444444444
4295859761,-43.7892,-15.388,BR,35.11,0.013888888888888888
4295859761,-43.229617,-19.600986,BR,07.10,0.013888888888888888
4295859761,-43.919622,-20.119017,BR,07.10,0.013888888888888888
4295859761,-43.978001,-20.050306,BR,07.10,0.013888888888888888
4295859761,-43.619952,-20.187223,BR,07.10,0.013888888888888888
4295859761,-43.387616,-19.866016,BR,07.10,0.013888888888888888
4295859761,-43.57278,-20.01132,BR,07.10,0.013888888888888888
4295859761,-43.875325,-20.169229,BR,07.10,0.013888888888888888
4295859761,-43.274866,-19.659993,BR,07.10,0.013888888888888888
4295859761,-44.128388,-20.116745,BR,07.10,0.013888888888888888
4295859761,-43.88267,-20.415076,BR,07.10,0.013888888888888888
4295859761,-43.224142,-19.935704,BR,07.10,0.013888888888888888
4295859761,-49.627957,-5.969401,BR,07.10,0.013888888888888888
4295859761,-43.864386,-20.422163,BR,07.10,0.013888888888888888
4295859761,-43.878823,-20.251803,BR,07.10,0.013888888888888888
4295859761,-43.921327,-20.380479,BR,07.10,0.013888888888888888
4295859761,-43.868471,-20.204906,BR,07.10,0.013888888888888888
4295859761,-43.963779,-20.052878,BR,07.10,0.013888888888888888
4295859761,-50.320433,-6.404849,BR,07.10,0.013888888888888888
4295859761,-43.487119,-20.171388,BR,07.10,0.013888888888888888
4295859761,-43.959333,-20.047558,BR,07.10,0.013888888888888888
4295859761,-43.907355,-20.424039,BR,07.10,0.013888888888888888
4295859761,-43.930227,-20.252022,BR,07.10,0.013888888888888888
4295859761,-43.258657,-19.651946,BR,07.10,0.013888888888888888
4295859761,-43.599818,-19.961313,BR,07.10,0.013888888888888888
4295859761,-43.857514,-20.222266,BR,07.10,0.013888888888888888
4295859761,-43.416493,-20.12927,BR,07.10,0.013888888888888888
4295859761,-43.443658,-20.200785,BR,07.10,0.013888888888888888
4295859761,-50.167762,-6.058158,BR,07.10,0.013888888888888888
4295859761,-43.945902,-20.09108,BR,07.10,0.013888888888888888
4295859761,-43.51228,-20.254494,BR,07.10,0.013888888888888888
4295859761,-43.920225,-20.492836,BR,07.10,0.013888888888888888
4295859761,-43.881999,-20.146704,BR,07.10,0.013888888888888888
4295859761,-80.992055,46.537961,CA,07.29,0.013888888888888888
4295859761,-100.640665,54.57625,CA,07.29,0.013888888888888888
4295859761,-129.794095,57.713205,CA,07.29,0.013888888888888888
4295859761,-81.176038,46.462958,CA,07.29,0.013888888888888888
4295859761,-81.052207,46.48096,CA,07.29,0.013888888888888888
4295859761,-128.230176,61.968158,CA,07.29,0.013888888888888888
4295859761,-97.926631,55.701427,CA,07.29,0.013888888888888888
4295859761,26.769871,-21.051371,BW,07.29,0.013888888888888888
4295859761,-50.532072,-5.796306,BR,07.29,0.013888888888888888
4295859761,-39.865331,-9.868689,BR,07.29,0.013888888888888888
4295859761,-97.852724,55.71406,CA,07.29,0.013888888888888888
4295859761,-56.415375,-1.709555,BR,07.29,0.013888888888888888
4295859761,-56.493557,-1.750332,BR,07.29,0.013888888888888888
4295859761,-56.523061,-1.621063,BR,07.29,0.013888888888888888
4295859761,-56.492971,-1.670577,BR,07.29,0.013888888888888888
4295859761,-42.570551,-21.059117,BR,07.29,0.013888888888888888
4295859761,-56.39429,-1.743756,BR,07.29,0.013888888888888888
4295859761,-56.519289,-1.792772,BR,07.29,0.013888888888888888
4295859763,-51.147,-29.8744,BR,35.11,0.06666666666666667
4295859763,-46.6788,-23.6995,BR,35.11,0.06666666666666667
4295859763,-51.6619,-20.7468,BR,35.11,0.06666666666666667
4295859763,-43.4568,-21.6905,BR,35.11,0.06666666666666667
4295859763,-36.8186,-5.3825,BR,35.11,0.06666666666666667
4295859763,-43.2541,-22.7145,BR,35.11,0.06666666666666667
4295859763,-46.4318,-23.8755,BR,35.11,0.06666666666666667
4295859763,-38.5728,-12.703,BR,35.11,0.06666666666666667
4295859763,-38.8717,-3.6925,BR,35.11,0.06666666666666667
4295859763,-41.8767,-22.308,BR,35.11,0.06666666666666667
4295859763,-35.03,-8.3859,BR,35.11,0.06666666666666667
4295859763,-43.6457,-22.7217,BR,35.11,0.06666666666666667
4295859763,-44.0966,-19.9898,BR,35.11,0.06666666666666667
4295859763,-35.0243,-8.3577,BR,35.11,0.06666666666666667
4295859763,-49.3547,-25.5887,BR,35.11,0.06666666666666667
4295859808,-38.484,-6.793,BR,35.11,0.4782608695652174
4295859808,-38.474,-6.8015,BR,35.11,0.5217391304347826
4295859955,-51.3271,-27.6041,BR,35.11,0.3333333333333333
4295859955,-34.9225,-7.2093,BR,35.11,0.3333333333333333
4295859955,-34.9225,-7.2093,BR,35.11,0.3333333333333333
4295860016,-41.5115,-10.4898,BR,35.11,0.0024662939822426835
4295860016,-41.4285,-10.423,BR,35.11,0.0024662939822426835
4295860016,-41.3957,-10.4211,BR,35.11,0.0024662939822426835
4295860016,-41.4936,-10.5229,BR,35.11,0.0024662939822426835
4295860016,-41.4345,-10.4891,BR,35.11,0.0024662939822426835
4295860016,-41.4676,-10.4408,BR,35.11,0.0024662939822426835
4295860016,-41.4799,-10.4184,BR,35.11,0.0024662939822426835
4295860016,-41.4481,-10.4496,BR,35.11,0.0024662939822426835
4295860016,-36.2299,-5.5186,BR,35.11,0.0015619861887536995
4295860016,-41.4545,-10.511,BR,35.11,0.0024662939822426835
4295860016,-36.2616,-5.5884,BR,35.11,0.003535021374547846
4295860016,-39.2811,-3.2533,BR,35.11,0.0015619861887536995
4295860016,-39.2901,-3.2478,BR,35.11,0.0024662939822426835
4295860016,-39.3647,-3.2011,BR,35.11,0.0024662939822426835
4295860016,-39.2159,-3.2632,BR,35.11,0.0024662939822426835
4295860016,-39.3746,-3.1936,BR,35.11,0.0024662939822426835
4295860016,-39.3059,-3.2792,BR,35.11,0.0024662939822426835
4295860016,-41.5401,-10.5029,BR,35.11,0.0024662939822426835
4295860016,-41.4935,-10.4654,BR,35.11,0.0024662939822426835
4295860016,-39.2901,-3.2217,BR,35.11,0.002055244985202236
4295860016,-41.6117,-10.5094,BR,35.11,0.002795133179875041
4295860016,-41.3932,-10.5366,BR,35.11,0.002795133179875041
4295860016,-41.394,-10.4626,BR,35.11,0.002055244985202236
4295860016,-41.4868,-10.5067,BR,35.11,0.002795133179875041
4295860016,-41.4464,-10.4027,BR,35.11,0.0013975665899375205
4295860016,-41.4486,-10.4054,BR,35.11,0.00452153896744492
4295860016,-41.4935,-10.4025,BR,35.11,0.0034528115751397566
4295860016,-41.5008,-10.4468,BR,35.11,0.0017264057875698783
4295860016,-41.5141,-10.463,BR,35.11,0.0023840841828345937
4295860016,-41.5723,-10.4409,BR,35.11,0.002795133179875041
4295860016,-41.5769,-10.4805,BR,35.11,0.003123972377507399
4295860016,-39.2817,-3.2594,BR,35.11,0.0015619861887536995
4295860016,-41.5819,-10.6983,BR,35.11,0.002055244985202236
4295860016,-41.5211,-10.6792,BR,35.11,0.002055244985202236
4295860016,-41.5089,-10.6703,BR,35.11,0.002055244985202236
4295860016,-41.5067,-10.6411,BR,35.11,0.001644195988161789
4295860016,-41.6035,-10.6659,BR,35.11,0.00147977638934561
4295860016,-41.6041,-10.674,BR,35.11,0.001644195988161789
4295860016,-41.6154,-10.6401,BR,35.11,0.00147977638934561
4295860016,-41.5968,-10.6495,BR,35.11,0.001644195988161789
4295860016,-41.4898,-10.5866,BR,35.11,0.0012331469911213418
4295860016,-41.5655,-10.6477,BR,35.11,0.001644195988161789
4295860016,-41.4976,-10.6532,BR,35.11,0.001644195988161789
4295860016,-41.5693,-10.6947,BR,35.11,0.002055244985202236
4295860016,-41.5695,-10.6736,BR,35.11,0.0018086155869779677
4295860016,-41.4953,-10.5982,BR,35.11,0.002055244985202236
4295860016,-41.5978,-10.7016,BR,35.11,0.0018086155869779677
4295860016,-41.6032,-10.6253,BR,35.11,0.0012331469911213418
4295860016,-41.5339,-10.6473,BR,35.11,0.0013975665899375205
4295860016,-47.0892,-17.2134,BR,35.11,0.0027129233804669517
4295860016,-47.0922,-17.2201,BR,35.11,0.0027129233804669517
4295860016,-47.0922,-17.2201,BR,35.11,0.0027129233804669517
4295860016,-47.0869,-17.2239,BR,35.11,0.0027129233804669517
4295860016,-47.4339,-20.0227,BR,35.11,0.03485695494902993
4295860016,-48.2382,-12.8084,BR,35.11,0.019976981256165736
4295860016,-52.6145,-25.6288,BR,35.11,0.116737915159487
4295860016,-53.009,-25.5376,BR,35.11,0.08862216376192042
4295860016,-54.8273,-17.6078,BR,35.11,0.014468924695823742
4295860016,-52.7414,-27.5532,BR,35.11,0.018579414666228214
4295860016,-48.0409,-18.9104,BR,35.11,0.033541598158500496
4295860016,-64.6461,-9.2675,BR,35.11,0.30828674778033544
4295860016,-52.3822,-27.2767,BR,35.11,0.11920420914172969
4295860016,-47.4665,-6.5891,BR,35.11,0.08936205195659322
4295860016,-48.1433,-13.4024,BR,35.11,0.03699440973364025
4295860040,-50.7414,-24.2436,BR,35.11,0.05658990690837824
4295860040,-50.7414,-24.2436,BR,35.11,0.05658990690837824
4295860040,-50.3638,-27.5848,BR,35.11,0.013032827045565899
4295860040,-50.1011,-27.5057,BR,35.11,0.011660950514453698
4295860040,-50.5994,-24.3091,BR,35.11,0.03875551200391964
4295860040,-50.7435,-24.2443,BR,35.11,0.04630083292503674
4295860040,-50.7435,-24.2443,BR,35.11,0.04630083292503674
4295860040,-59.9125,-3.074166667,BR,17.11,0.041034325538982605
4295860040,-59.97166667,-3.118611111,BR,17.11,0.0
4295860040,-38.91198056,-12.29082778,BR,17.11,0.0
4295860040,-38.50083333,-4.070833333,BR,17.11,0.05862046505568944
4295860040,-51.00333333,-17.8175,BR,17.11,0.0
4295860040,-44.12166667,-19.96305556,BR,17.11,0.04572396274343776
4295860040,-46.75611111,-23.325,BR,17.11,0.02931023252784472
4295860040,-46.93135278,-23.1752,BR,17.11,0.07034455806682732
4295860040,-46.86510556,-23.26696389,BR,17.11,0.04572396274343776
4295860040,-46.329641,-23.657138,BR,17.11,0.0
4295860040,-47.16527778,-22.75638889,BR,17.12,0.0937927440891031
4295860040,-47.67496389,-22.68753611,BR,17.11,0.07034455806682732
4295860040,-51.114425,-29.78671111,BR,17.11,0.027551618576174036
4295860040,-49.77273056,-26.08328333,BR,17.11,0.041034325538982605
4295860040,-35.035537,-7.553752,BR,17.11,0.0937927440891031
4295860040,-48.35944444,-23.56416667,BR,17.11,0.07503419527128248
4295860040,-48.70973333,-26.89130556,BR,17.11,0.0
4295860040,-50.364792,-27.80562,BR,17.11,0.0
4295860040,-50.303,-27.5585,BR,35.11,0.038461538461538464
4295860294,-58.178,-2.733,BR,06.20,0.14285714285714285
4295860294,-36.918455,-10.843241,BR,49.50,0.14285714285714285
4295860294,-38.875,-3.5827,BR,35.11,0.1438423645320197
4295860294,-44.3383527,-2.5873124,BR,35.11,0.141871921182266
4295860294,-44.355,-4.8206,BR,35.11,0.14285714285714285
