,ISO,FAO,Deforestation_hectares,Size,ISO2
1755,CRI,372,0.1673463292686115,0.16933333333333334,CR
1756,CRI,388,13.47494182893717,46.06366666666666,CR
1757,CRI,393,0.2595013666198033,0.253,CR
1758,CRI,397,0.08529185917581453,0.627,CR
1759,CRI,399,0.05673863203457362,0.027,CR
1760,CRI,401,0.9220947261237985,0.406,CR
1761,CRI,403,3.583593660147322,19.055333333333333,CR
1762,CRI,414,0.6745705848223446,0.143,CR
1763,CRI,426,5.981249034694571,4.042666666666666,CR
1764,CRI,463,4.108773502172046,14.361,CR
1765,CRI,486,399.0011319850253,1075.0966666666668,CR
1766,CRI,489,20.77639265337702,14.084333333333333,CR
1767,CRI,490,492.3542379277816,47.704,CR
1768,CRI,497,5.544597511013776,20.317,CR
1769,CRI,507,9.180728309895207,8.565,CR
1770,CRI,544,0.864839464301588,7.019,CR
1771,CRI,558,0.2942209209080064,1.343,CR
1772,CRI,567,116.7996904373523,23.014333333333333,CR
1773,CRI,568,18.38331677920186,45.662,CR
1774,CRI,571,52.97302780859768,15.201,CR
1775,CRI,572,92.0280638662204,12.4685,CR
1776,CRI,574,355.0762280259704,2016.232,CR
1777,CRI,600,0.9199878665701998,30.970333333333333,CR
1778,CRI,603,5.065118331391398,4.813,CR
1779,CRI,619,1236.039306476987,161.139,CR
1780,CRI,656,821.7791618138311,181.05533333333335,CR
1781,CRI,661,209.61053492571,0.564,CR
1782,CRI,687,15.59553645049727,10.13,CR
1783,CRI,720,8.227101645013175,2.907,CR
1784,CRI,809,1.134164391056482,1.414,CR
1785,CRI,826,0.8292325618583826,0.0555,CR
1786,CRI,919,33.17396444898999,156.05041241174683,CR
1787,CRI,1806,630.3053245308098,349.433,CR
1788,CRI,6716,429.3564421077761,312.10082482349367,CR
1789,CUB,27,110.297516467106,180.232,CU
1790,CUB,56,99.80345043379836,69.435,CU
1791,CUB,83,4.554815253709251,1.215,CU
1792,CUB,116,134.4823849009337,33.823,CU
1793,CUB,122,37.28432922301553,113.571,CU
1794,CUB,125,308.8155561022386,121.453,CU
1795,CUB,135,8.749448705424001,130.033,CU
1796,CUB,137,13.98685801991626,23.143,CU
1797,CUB,149,582.0886649289822,14.165,CU
1798,CUB,156,332.4173641157055,565.545,CU
1799,CUB,176,135.9125442836933,123.112,CU
1800,CUB,191,0.09045750886111922,123.112,CU
1801,CUB,236,0.1809150177222384,6.2245,CU
1802,CUB,242,9.122870871755875,4.205,CU
1803,CUB,249,9.997332960798873,8.244,CU
1804,CUB,358,3.63096264883727,25.664,CU
1805,CUB,388,35.02075989319819,263.724,CU
1806,CUB,394,34.55675311441898,129.799,CU
1807,CUB,397,6.894729558832448,39.922,CU
1808,CUB,401,69.67989694950857,52.803,CU
1809,CUB,403,40.57723027823069,37.287,CU
1810,CUB,406,2.62855085985184,12.512,CU
1811,CUB,463,113.6780976008475,225.974,CU
1812,CUB,486,1092.486699390941,96.695,CU
1813,CUB,489,448.7078768545292,259.549,CU
1814,CUB,490,4.025683427114095,6.958,CU
1815,CUB,495,134.6738868488023,8.793,CU
1816,CUB,497,0.8775926668735107,3.538,CU
1817,CUB,507,4.061407414465559,9.85,CU
1818,CUB,512,0.2933345468897143,1.021,CU
1819,CUB,560,0.9329231450964146,17.546,CU
1820,CUB,567,5.023493273317817,17.823,CU
1821,CUB,568,3.752019474483641,17.856,CU
1822,CUB,571,54.43773835148771,245.747,CU
1823,CUB,572,0.1854770232520458,3.201,CU
1824,CUB,574,4.463155862385295,16.535,CU
1825,CUB,600,188.5193418017336,62.0,CU
1826,CUB,603,0.3102096260748629,1.941,CU
1827,CUB,619,9.034786966844973,89.792,CU
1828,CUB,656,87.46245026526272,16.049,CU
1829,CUB,661,3.236559076023858,1.489,CU
1830,CUB,782,1.053744852306082,7.227,CU
1831,CUB,789,0.8843150967329478,0.222,CU
1832,CUB,800,5.453943743197492,2.248,CU
1833,CUB,826,252.3949687702861,67.19,CU
1834,CUB,919,304.2375440235024,250.125,CU
1835,CUB,1806,5780.513336446545,338.69,CU
1836,CUB,6716,37.56281112502715,500.25,CU
1837,CYP,15,4.262064955084901,4.421666666666667,CY
1838,CYP,44,2.581197903531191,1.8433333333333333,CY
1839,CYP,75,0.01808282241396373,0.128,CY
1840,CYP,97,1.136700857731895,0.3663333333333333,CY
1841,CYP,181,0.00816514796900103,0.20966666666666667,CY
1842,CYP,187,0.07102254783199813,0.027,CY
1843,CYP,191,0.0008657660062898079,0.16122222222222224,CY
1844,CYP,211,0.1462092611596,0.247,CY
1845,CYP,221,0.2994467636957427,0.8786666666666666,CY
1846,CYP,222,0.01372795787227891,0.72,CY
1847,CYP,225,0.003773773169335866,0.07233333333333333,CY
1848,CYP,234,0.07102254783199813,0.026,CY
1849,CYP,242,0.02510721418240443,10.686833333333334,CY
1850,CYP,260,0.8633914576870823,21.224666666666668,CY
1851,CYP,339,0.09117370810080931,0.149,CY
1852,CYP,358,0.04302775336325688,1.4963333333333333,CY
1853,CYP,372,0.128203392517062,2.4876666666666667,CY
1854,CYP,373,0.007828181186174232,0.447,CY
1855,CYP,388,0.07656274169504937,11.362333333333334,CY
1856,CYP,393,0.0255649750115482,0.583,CY
1857,CYP,394,0.01029092835735546,1.402,CY
1858,CYP,399,0.001689650832573334,0.935,CY
1859,CYP,401,0.0141815063893616,0.915,CY
1860,CYP,403,0.002229256678953121,1.4173333333333333,CY
1861,CYP,414,0.07359011053463367,2.1156666666666664,CY
1862,CYP,417,0.01970321224463417,1.144,CY
1863,CYP,420,0.07529734851372842,2.5943333333333336,CY
1864,CYP,463,0.05800632242141712,0.228,CY
1865,CYP,486,0.01689650832573334,2.4166666666666665,CY
1866,CYP,490,0.01174227177926135,5.173333333333333,CY
1867,CYP,495,0.8215004644463513,13.887,CY
1868,CYP,497,0.02931611010593151,2.5743333333333336,CY
1869,CYP,507,0.04934866235851905,5.499,CY
1870,CYP,515,0.004329002557071769,1.474,CY
1871,CYP,521,0.0005444227648191259,0.3833333333333333,CY
1872,CYP,523,0.0112549580817675,2.6194347826086957,CY
1873,CYP,531,0.02506311374824137,1.391,CY
1874,CYP,534,0.002177691059276504,1.6136666666666668,CY
1875,CYP,536,0.004536458539064096,1.131,CY
1876,CYP,541,0.04572417492579792,1.217,CY
1877,CYP,542,0.02975688626410644,0.023,CY
1878,CYP,544,0.005404157381681887,2.8286666666666664,CY
1879,CYP,560,0.5546193265859086,13.473,CY
1880,CYP,568,0.003463064025159232,4.233666666666667,CY
1881,CYP,569,0.08398955621580853,2.2296666666666667,CY
1882,CYP,572,0.02543940718665712,1.2316666666666667,CY
1883,CYP,592,0.0005444227648191259,0.08733333333333333,CY
1884,CYP,603,0.09063738546722724,0.797,CY
1885,CYP,919,0.1107644792141613,63.99325297669488,CY
1886,CYP,1806,2.104525105069065,37.7285,CY
1887,CZE,44,2.31434113146328,316.7133333333333,CZ
1888,CZE,56,9.475040798177544,91.06333333333333,CZ
1889,CZE,71,5.000761785070206,25.215666666666667,CZ
1890,CZE,75,10.36902310557787,31.723666666666666,CZ
1891,CZE,97,3.315714024785531,29.63533333333333,CZ
1892,CZE,101,0.005969940387532425,173.86225,CZ
1893,CZE,108,1.850041535635707,2.35,CZ
1894,CZE,116,0.1675789737632257,140.772,CZ
1895,CZE,157,4.088713647743004,150.39866666666666,CZ
1896,CZE,181,0.0261238590560074,0.501,CZ
1897,CZE,187,29.0099967193167,21.29,CZ
1898,CZE,205,0.007163928465038913,6.173375,CZ
1899,CZE,210,1.167845882872923,1.437,CZ
1900,CZE,211,2.797514065597695,1.4655,CZ
1901,CZE,222,0.001934153250828583,0.438,CZ
1902,CZE,236,12.02107432625124,9.661,CZ
1903,CZE,267,3.798879034333338,19.625333333333334,CZ
1904,CZE,270,12.06048989732806,623.2416666666667,CZ
1905,CZE,296,6.645737639401098,133.23326666666668,CZ
1906,CZE,333,0.2481766610320703,1.0513333333333332,CZ
1907,CZE,339,36.89251249575211,12.587,CZ
1908,CZE,358,0.1717799210385678,10.613333333333333,CZ
1909,CZE,372,0.6217114868321809,11.478666666666665,CZ
1910,CZE,373,0.1964686375214916,1.6255,CZ
1911,CZE,388,0.01036829235105675,8.422,CZ
1912,CZE,393,0.06339339864667866,4.275666666666667,CZ
1913,CZE,397,0.008070429013740579,10.601666666666667,CZ
1914,CZE,401,0.05409552835679798,8.913,CZ
1915,CZE,403,0.1438981175366198,12.965,CZ
1916,CZE,406,0.2026376166183164,5.7,CZ
1917,CZE,407,0.01332105939761702,0.113,CZ
1918,CZE,414,0.004775952310025942,7.094513888888891,CZ
1919,CZE,417,0.4009012976048164,1.537,CZ
1920,CZE,420,0.003581964232519456,7.094513888888891,CZ
1921,CZE,426,0.2538999035873187,8.889333333333333,CZ
1922,CZE,463,0.2626773770514267,7.094513888888891,CZ
1923,CZE,521,0.0734325336056945,3.52,CZ
1924,CZE,526,0.0225313585187076,2.154,CZ
1925,CZE,530,0.03713217244579165,3.7726666666666664,CZ
1926,CZE,536,0.097810731287435,6.546666666666667,CZ
1927,CZE,544,0.0847943707460434,6.544666666666667,CZ
1928,CZE,547,0.0002139398488674087,0.318,CZ
1929,CZE,550,0.0001667653793350042,1.867,CZ
1930,CZE,558,0.04537154694524644,0.032,CZ
1931,CZE,560,0.3786253048357702,84.266,CZ
1932,CZE,677,0.6439164723144287,40.67033333333334,CZ
1933,CZE,773,0.001193988077506485,0.186,CZ
1934,CZE,777,0.1200363730526043,0.186,CZ
1935,CZE,919,11.88646234039408,622.5013518229467,CZ
1936,CZE,1806,225.8427844674875,503.702,CZ
1937,DEU,44,64.28764494937393,1781.5946666666669,DE
1938,DEU,56,11.3258589821295,650.185,DE
1939,DEU,71,112.2425441507047,446.3626666666667,DE
1940,DEU,75,36.54064329023107,101.12166666666667,DE
1941,DEU,116,21.19465554983154,1904.878,DE
1942,DEU,157,28.01183411678023,1153.4123333333332,DE
1943,DEU,181,15.46531624395214,54.086,DE
1944,DEU,187,24.66460521840409,66.896,DE
1945,DEU,210,4.803134335673168,4.885,DE
1946,DEU,211,19.14126535708299,43.3975,DE
1947,DEU,222,0.03157620568820126,239.91878787878787,DE
1948,DEU,236,17.44395075286953,21.791,DE
1949,DEU,267,15.87312685215816,14.535,DE
1950,DEU,270,6.391810494384766,1577.361,DE
1951,DEU,333,0.8850215270362793,537.8956666666667,DE
1952,DEU,339,5.982666017863473,537.8956666666667,DE
1953,DEU,358,0.1434652151499709,160.57666666666665,DE
1954,DEU,367,1.106864516222811,500.5846666666667,DE
1955,DEU,372,0.1648277936924106,263.486,DE
1956,DEU,373,0.7014285076481472,92.153,DE
1957,DEU,388,0.03104402074361472,140.35866666666666,DE
1958,DEU,393,0.1171052132559745,69.63133333333333,DE
1959,DEU,394,0.9945793246189432,74.62433333333333,DE
1960,DEU,401,0.02629817469130939,9.839,DE
1961,DEU,402,0.01978775556460612,126.21885294117644,DE
1962,DEU,403,4.157499789333844,153.95833333333334,DE
1963,DEU,407,0.2523741575962493,61.75666666666667,DE
1964,DEU,414,0.1682774846676861,55.212,DE
1965,DEU,417,0.4427248610746668,45.565666666666665,DE
1966,DEU,420,0.08384430330233465,2.915,DE
1967,DEU,426,3.005798159885389,197.394,DE
1968,DEU,463,0.4583158716205265,6.9145,DE
1969,DEU,515,1.408238353355175,712.5976666666667,DE
1970,DEU,521,0.1185318408139647,28.404,DE
1971,DEU,526,0.1236924746179153,239.91878787878787,DE
1972,DEU,531,0.4764266626957072,120.73666666666666,DE
1973,DEU,534,0.03566141947551109,239.91878787878787,DE
1974,DEU,536,0.6465408057876072,49.11633333333334,DE
1975,DEU,541,0.03073417353651588,239.91878787878787,DE
1976,DEU,542,0.0624957637766524,239.91878787878787,DE
1977,DEU,547,0.009821782279466583,42.138,DE
1978,DEU,552,0.6653220394900163,63.498333333333335,DE
1979,DEU,558,0.8199242974184833,34.24333333333333,DE
1980,DEU,560,0.6429076929253194,1202.578,DE
1981,DEU,677,2.487090232134384,218.07633333333334,DE
1982,DEU,777,5.070353455316893,0.0,DE
1983,DEU,919,37.76550085714892,9936.108387548835,DE
1984,DEU,1806,717.5445162858293,8773.2395,DE
1985,DMA,116,0.0004300437212220712,0.036,DM
1986,DMA,136,0.01118113675177385,4.515,DM
1987,DMA,149,0.007310743260775211,0.196,DM
1988,DMA,156,0.001290131163666214,0.219,DM
1989,DMA,249,1.201623015136719,1.371,DM
1990,DMA,394,0.0008600874424441425,0.267,DM
1991,DMA,426,0.002580262327332427,0.221,DM
1992,DMA,486,0.04128419723731884,7.472,DM
1993,DMA,497,0.001290131163666214,0.785,DM
1994,DMA,571,0.003010306048554499,1.291,DM
1995,DMA,572,0.0008600874424441425,0.343,DM
1996,DMA,656,0.0004300437212220712,0.477,DM
1997,DMA,661,0.01806183629132699,1.472,DM
1998,DMA,720,0.0004300437212220712,0.184,DM
1999,DMA,919,0.009168070371095318,1.3869259259259261,DM
2000,DMA,1806,0.174193337050811,2.391,DM
2001,DNK,15,14.54694998849709,540.7916666666666,DK
2002,DNK,44,30.78487385958755,661.6996666666666,DK
2003,DNK,56,1.037719922077515,7.122,DK
2004,DNK,71,35.34986859583754,97.75566666666667,DK
2005,DNK,75,17.03966426418872,49.577333333333335,DK
2006,DNK,97,0.06499977653483956,6.927666666666667,DK
2007,DNK,103,2.341186729072823,4.376,DK
2008,DNK,116,21.80251897418557,470.38166666666666,DK
2009,DNK,157,1.306834039722555,83.012,DK
2010,DNK,181,32.11013737851399,23.437,DK
2011,DNK,187,3.005060566248466,5.11,DK
2012,DNK,211,1.254518786062983,14.2735,DK
2013,DNK,270,14.69679636415198,215.87633333333335,DK
2014,DNK,292,0.000342858372796661,215.87633333333335,DK
2015,DNK,358,0.3492807630292635,12.138666666666666,DK
2016,DNK,367,0.1635753507112888,0.316,DK
2017,DNK,372,0.2906733270310656,25.188333333333333,DK
2018,DNK,373,0.4338573769651394,0.517,DK
2019,DNK,393,0.2939364867879766,5.198666666666667,DK
2020,DNK,394,0.1107131296524722,0.301,DK
2021,DNK,397,0.0003428583727966611,19.466,DK
2022,DNK,403,0.06185818533978665,13.813,DK
2023,DNK,407,0.1608919759053793,5.234333333333333,DK
2024,DNK,417,0.4269560027698699,4.327,DK
2025,DNK,426,0.1212922005072418,48.42633333333334,DK
2026,DNK,515,0.1339117851020203,17.36566666666667,DK
2027,DNK,521,0.003163122743006877,4.132,DK
2028,DNK,531,0.04991503521822922,3.4393333333333334,DK
2029,DNK,536,0.04403657369645621,0.566,DK
2030,DNK,544,0.03279233742356606,22.014,DK
2031,DNK,547,0.1079414187746233,1.4116666666666668,DK
2032,DNK,550,0.06334632521854291,1.0883333333333332,DK
2033,DNK,552,0.05711768078026713,0.247,DK
2034,DNK,558,0.3274887109788441,0.64,DK
2035,DNK,711,0.0008000028698588758,0.112,DK
2036,DNK,919,3.348821832811304,892.1030410251692,DK
2037,DNK,1806,63.62761482341475,943.5095,DK
2038,DOM,27,114.7651151106189,365.9583333333333,DO
2039,DOM,56,59.28133643805067,14.917666666666666,DO
2040,DOM,116,4.164687392294026,33.809333333333335,DO
2041,DOM,122,8.892218697119654,13.735333333333333,DO
2042,DOM,125,0.8004209092018415,47.401666666666664,DO
2043,DOM,135,2.246015507876213,27.76066666666667,DO
2044,DOM,137,3.809036155756751,16.038333333333334,DO
2045,DOM,149,0.878355668318318,0.41933333333333334,DO
2046,DOM,156,137.4374899649243,3327.476,DO
2047,DOM,176,18.20592749448192,45.022,DO
2048,DOM,181,0.7871139811081758,7.508666666666667,DO
2049,DOM,197,6.820283960071365,15.511,DO
2050,DOM,211,4.763357627645512,5.705,DO
2051,DOM,217,22.57220944512706,0.622,DO
2052,DOM,242,3.926300622506673,6.18,DO
2053,DOM,249,11.02056095816951,133.873,DO
2054,DOM,254,39.64024890433115,25.949,DO
2055,DOM,358,0.3926186365363152,9.5135,DO
2056,DOM,372,3.37053115077952,3.8536666666666664,DO
2057,DOM,388,5.762146455921243,110.25733333333334,DO
2058,DOM,394,2.435284096105772,15.272666666666666,DO
