Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
Marubeni,Jul-18,38.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"PT. Tanjungenim Lestari Pulp & Paper, PT. Musi Hutan Persada, WA Plantation Resources Pty., Ltd.",8002 JP Equity,82.T,,,"Australia, Indonesia (Sumatra)",https://marubeni.disclosure.site/en/sustainability/pdf/report/sdr2022_en_all.pdf,2022
Ningbo ND Import & Export Co Ltd (宁波宁电进出口有限公司),Aug-23,0.5,0.75,0.78,1.72,1.92,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,,"Ningbo Ningdian International Trade Co., Ltd, Ningbo Ningdian Oriental International Trade Co., Ltd, Ningbo Ningdian South International Trade Co., Ltd",Private company,Private company,,,Global,,
Ningbo ND Import & Export Co Ltd (宁波宁电进出口有限公司),Aug-22,0.5,0.75,0.78,1.72,1.92,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Ningbo Ningdian International Trade Co., Ltd, Ningbo Ningdian Oriental International Trade Co., Ltd, Ningbo Ningdian South International Trade Co., Ltd",Private company,Private company,,,Global,,
Ningbo ND Import & Export Co Ltd (宁波宁电进出口有限公司),Jun-21,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Ningbo Ningdian International Trade Co., Ltd, Ningbo Ningdian Oriental International Trade Co., Ltd, Ningbo Ningdian South International Trade Co., Ltd",Private company,Private company,,,Global,,
Ningbo ND Import & Export Co Ltd (宁波宁电进出口有限公司),Jul-20,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Ningbo Ningdian International Trade Co., Ltd, Ningbo Ningdian Oriental International Trade Co., Ltd, Ningbo Ningdian South International Trade Co., Ltd",Private company,Private company,,,Global,,
Ningbo ND Import & Export Co Ltd (宁波宁电进出口有限公司),Jul-19,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Ningbo Ningdian International Trade Co., Ltd, Ningbo Ningdian Oriental International Trade Co., Ltd, Ningbo Ningdian South International Trade Co., Ltd",Private company,Private company,,,Global,,
NordSud Timber,Aug-23,2.6,2.96,3.67,5.13,5.95,0.63,2.69,1.41,1.29,0,0,10.7,0,0,0.8,2.2,2.1,0.8,0,3,,"Société de Développement Forestier (Sodefor), Societé Forestiere et des Matieres Ligneuses Africaines (Soforma), Compagnie Forestière de Transformation (CFT), Société Forestière et Agricole de la M'Bola (Forabola), La Forestiere du Lac",Private company,Private company,,,,,
NordSud Timber,Aug-22,2.7,3.19,3.81,4.87,6.1,0.64,2.87,0.7,2.17,0,-,-,-,-,-,-,-,-,-,-,,"Société de Développement Forestier (Sodefor), Societé Forestiere et des Matieres Ligneuses Africaines (Soforma), Compagnie Forestière de Transformation (CFT), Société Forestière et Agricole de la M'Bola (Forabola), La Forestiere du Lac",Private company,Private company,,,,,
Oji Holdings Corp,Aug-23,43.5,39.06,45.43,55.87,50,35.71,49.02,14.74,8.59,25.69,87.5,42,27.6,40.3,9.1,31.2,46.8,52.7,34.4,46.4,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Aug-22,39.6,35.08,39.81,50.26,47.37,34.87,40.57,10.41,7.38,22.79,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Jun-21,42.1,37.99,42.74,45.05,39.47,43.92,41.53,9.86,13.6,18.07,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Jul-20,47.8,42.64,46.82,53.01,36.49,50.68,51.5,16.33,13.84,21.34,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Jul-19,44.6,37.93,44.94,53.85,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Jul-18,28.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Oji Holdings Corp,Nov-17,26.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Celulose Nipo Brasileira SA; PT Korintiga Hutani; Sounthland Plantation Forest Company of New Zealand Ltd.; Albany Palnataion Forest Company of Australia Ltd; Quy Nhon Plantation Forest Company of Vietnam Ltd; Pan Pac Forest Products Ltd; Green Triangle Plantation Forest Company of Australia Pty. Ltd; Huizhou Nanyou Forest Development Co., Ltd; Truong Thanh Oji Plantation Forest Company Limited",3861 JP Equity,3861.T,,,"Australia, Brazil, China, Indonesia, Japan, New Zealand and Vietnam.",https://investor.ojiholdings.co.jp/en/ir/library/integrated/main/04/teaserItems2/09/linkList/00/link/2022_all_A4_en.pdf,2022
Olam International,Aug-23,74.5,71.13,78.81,71.62,61.29,82.64,71.63,17.74,22.84,31.05,85.4,73.3,66.7,65,91.4,57.5,82.8,84.5,40,78.6,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Aug-22,67.5,62.58,69.67,64.98,54.55,68.31,73.59,16.8,24.82,31.97,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Jun-21,73.1,67.75,76.84,69.48,56.06,78.99,75.79,22.41,24.07,29.31,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Jul-20,71.4,66.74,73.46,68.49,54.55,76.81,74.57,33.35,15.35,25.88,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Jul-19,78.3,74.34,78,65,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Jul-18,60.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Olam International,Nov-17,56.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,Congolaise Industrielle des Bois (CIB),OLAM SP Equity,OLAM.SI,,,Republic of Congo,https://www.olamgroup.com/content/dam/olamgroup/investor-relations/ir-library/annual-reports/annual-reports-pdfs/2022/ogl_additional_esg_information_report_2022.pdf,2022
Pallisco,Aug-23,65.6,63.65,73.04,60.31,65.22,66.22,65.29,7.51,24.29,33.49,55.6,74.9,57.6,66.7,100,31.7,79.9,72.1,0,53,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Aug-22,67.5,66.42,75.74,63.82,65.91,66.22,69.06,11.35,23.59,34.11,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Jun-21,59.8,62.15,69.17,54.82,45.65,61.11,65.22,8.59,19.55,37.08,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Jul-20,60.4,67.81,64.66,50.29,52.27,61.11,63.47,20.75,13.73,29,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Jul-19,42.5,51.79,51.92,27.5,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Jul-18,49.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Pallisco,Nov-17,44.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,PALLISCO-CIFM,"La Forestiere de Mbalmayo, SODETRAN-CAM",Private company,Private company,,,"Cameroon (Douala, Littoral Region)",http://www.pallisco-cifm.com/download/2023/R%C3%A9sum%C3%A9-GREF_2022%20v01%2023.pdf,2022
Peng Xin (山东鹏信仓储服务有限公司),Aug-23,0.5,0.71,0.88,0,2.38,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,Honest Timber Gabon SARL,,Private company,Private company,,,"Gabon (Estuaire, Ngounié, Nyanga, Ogooué-Ivindo)",,
Peng Xin (山东鹏信仓储服务有限公司),Aug-22,0.5,0.72,0.89,0,2.44,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Honest Timber Gabon SARL,,Private company,Private company,,,"Gabon (Estuaire, Ngounié, Nyanga, Ogooué-Ivindo)",,
Peng Xin (山东鹏信仓储服务有限公司),Jun-21,0.6,0.76,0.97,0,2.56,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Honest Timber Gabon SARL,,Private company,Private company,,,"Gabon (Estuaire, Ngounié, Nyanga, Ogooué-Ivindo)",,
Peng Xin (山东鹏信仓储服务有限公司),Jul-20,0.6,0.77,0.97,0,2.56,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Honest Timber Gabon SARL,,Private company,Private company,,,"Gabon (Estuaire, Ngounié, Nyanga, Ogooué-Ivindo)",,
Peng Xin (山东鹏信仓储服务有限公司),Jul-19,0.8,1.04,1.2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Honest Timber Gabon SARL,,Private company,Private company,,,"Gabon (Estuaire, Ngounié, Nyanga, Ogooué-Ivindo)",,
Precious Woods Holding AG,Aug-23,88.2,88.23,87.03,85,91.67,93.38,80.66,23.02,21.57,36.07,89.6,92.7,83.4,86.5,57.3,95.6,96.9,89.3,90,77.6,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Aug-22,89.3,89.51,88.11,87.99,93.1,91.79,84.54,22.09,24.7,36.67,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Jun-21,88.1,88.11,90.06,88.82,91.38,94.2,77.55,30.1,16.84,30.61,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Jul-20,89.8,90.56,91.67,85.53,89.66,97.69,79.17,23.96,21.88,33.33,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Jul-19,77.4,78.38,85.21,70.27,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Jul-18,73.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Precious Woods Holding AG,Nov-17,66.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Precious Woods Amazon ? MIL Madeiras Preciosas Ltda.(MIL), Precious Woods Gabon- Compagnie Equatoriale des Bois (CEB), Precious Woods Gabon- Tropical Gabon Industrie (TGI)",,,,,"Brazil (Itacoatiara, Amazonas), Gabon (Libreville, Owendo)",https://www.preciouswoods.com/domains/preciouswoods_com/data/free_docs/PreciousWoods_SustainabilityReport_2021_Update2022.pdf,2022
Priceworth International,Aug-23,7.2,4.96,8.57,8.97,17.11,3.9,5.17,1.29,0,3.88,12.5,12.5,0,1.9,0,8.7,4.7,10.1,0,14.3,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Priceworth International,Aug-22,7.5,4.84,8.65,10.26,17.57,3.95,5.6,1.29,0,4.31,-,-,-,-,-,-,-,-,-,-,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Priceworth International,Jun-21,6.1,4.79,5.69,10.26,12.16,4.73,3.7,3.7,0,0,-,-,-,-,-,-,-,-,-,-,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Priceworth International,Jul-20,4.9,3.99,5.2,7.69,10.81,2.7,3.77,0,0,3.77,-,-,-,-,-,-,-,-,-,-,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Priceworth International,Jul-19,12.6,9.44,14.63,10.26,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Priceworth International,Jul-18,7.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Sinora Sdn Bhd, Innora Sdn Bhd, Priceworth Industries Sdn Bhd, Beta Bumi Sdn Bhd, GSR Pte Ltd",PWP MK Equity,PWPB.KL,,,Malaysia (Sabah),,
Rain Forest Management (RFM),Aug-23,4.4,3.42,6.77,7.35,6.76,5.84,1.33,0,1.33,0,12.5,11.1,0,0,0,0,0,7.7,0,5.6,,RFM GSEZ,Private company,Private company,,,Gabon (Woleu-Ntem and Moyen-Ogooué province),,
Rain Forest Management (RFM),Aug-22,4.2,3.09,6.38,7.37,5.56,5.92,1.35,0,1.35,0,-,-,-,-,-,-,-,-,-,-,,RFM GSEZ,Private company,Private company,,,Gabon (Woleu-Ntem and Moyen-Ogooué province),,
Rain Forest Management (RFM),Jun-21,7.9,6.54,12.11,9.21,10.61,11.36,1.89,1.89,0,0,-,-,-,-,-,-,-,-,-,-,,RFM GSEZ,Private company,Private company,,,Gabon (Woleu-Ntem and Moyen-Ogooué province),,
Rain Forest Management (RFM),Jul-20,6.4,4.25,10.11,8.33,6.45,10.61,0.96,0,0,0.96,-,-,-,-,-,-,-,-,-,-,,RFM GSEZ,Private company,Private company,,,Gabon (Woleu-Ntem and Moyen-Ogooué province),,
Rain Forest Management (RFM),Jul-19,8.1,9.65,11.32,10,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,RFM GSEZ,Private company,Private company,,,Gabon (Woleu-Ntem and Moyen-Ogooué province),,
Rimbunan Hijau Group,Aug-23,11.9,12.4,12.27,6.38,13.16,5.84,18.18,2.27,3.41,12.5,4.2,16.7,0,17.3,8.3,13,15.6,12.8,0,5.6,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Aug-22,11.2,12.2,11.47,8.51,8.11,6.58,18.18,2.27,3.41,12.5,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Jun-21,20,18.13,20.3,5.77,8.11,20.95,26.85,1.85,0,25,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Jul-20,20.4,18.28,20.5,6.08,8.57,20.95,27.36,1.89,11.32,14.15,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Jul-19,9.5,6.67,12.35,2.7,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Jul-18,4.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rimbunan Hijau Group,Nov-17,2.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rimbunan Hijau (PNG) Ltd., Jaya Tiasa Holdings Bhd, Subur Tiasa Holdings Bhd",Private company,Private company,,,"Papua New Guinea, Malaysia (Sarawak), Indonesia, Russia, British Guyana, Equatorial Guinea, Gabon, China, Russia",,
Rougier SA,Aug-23,32.7,32.21,36.58,30.32,28.57,24.66,43.98,1.72,17.81,24.45,33.3,39.2,35.6,32.8,44.4,31.5,34.1,34.4,0,19.8,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Aug-22,32.9,32.67,35.89,32.36,22.06,26.39,45.88,3.83,17.59,24.45,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Jun-21,34.8,35.76,35.31,18.53,19.44,39.19,38.54,5.66,6.57,26.31,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Jul-20,35.1,36.33,35.47,17.64,19.44,39.86,38.49,6.32,11.67,20.5,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Jul-19,30.9,30.85,32.18,15.48,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Jul-18,48.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
Rougier SA,Nov-17,49.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Rougier Africa International, Mokabi SA, Rougier Gabon",ALRGR FP Equity,ALRGR.PA,,,"Congo (Likouala), Gabon (Ogooué-Ivindo, Estuaire, Woleu-Ntem, Haut-Ogooué)",,
