Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
3F Industries,Nov-22,5.1,3.9,4.88,12.79,8.7,5.56,2.5,0,2.5,0,5,3.1,35.7,0,0,0,0,1.7,0,28.6,,,1609263D IN Equity,,,Yes,India,,
3F Industries,Nov-21,5.3,4.79,4.38,12.2,4.76,7.55,2.56,0,2.56,0,-,-,-,-,-,-,-,-,-,-,,,1609263D IN Equity,,,Yes,India,,
3F Industries,Nov-20,5.7,4.79,4.94,13.41,7.14,7.41,2.56,0,2.56,0,-,-,-,-,-,-,-,-,-,-,,,1609263D IN Equity,,,Yes,India,,
AAK AB,Nov-22,58.6,51.26,63.95,70.14,63.04,60.2,53.84,32.24,16.84,4.76,87.5,48.7,80.7,43.8,33.3,50,25,72.8,56.3,75,,,AAK SS Equity,AAK.ST,BFYRRG6,Yes,Global,https://www.aak.com/reports/sustainability_report_2021/mobile/index.html,2021
AAK AB,Nov-21,59.3,50.46,63.47,67.07,66.67,61.46,52.24,40.22,7.43,4.59,-,-,-,-,-,-,-,-,-,-,,,AAK SS Equity,AAK.ST,BFYRRG6,Yes,Global,https://www.aak.com/reports/sustainability_report_2021/mobile/index.html,2021
AAK AB,Nov-20,51.7,43.15,56.18,60.8,61.9,52.04,45.46,31.86,9.46,4.14,-,-,-,-,-,-,-,-,-,-,,,AAK SS Equity,AAK.ST,BFYRRG6,Yes,Global,https://www.aak.com/reports/sustainability_report_2021/mobile/index.html,2021
AAK AB,Oct-19,53.3,43.76,57.98,60.54,59.52,52.54,51.3,19.16,11.14,21,-,-,-,-,-,-,-,-,-,-,,,AAK SS Equity,AAK.ST,BFYRRG6,Yes,Global,https://www.aak.com/reports/sustainability_report_2021/mobile/index.html,2021
AAK AB,Nov-18,66.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,AAK SS Equity,AAK.ST,BFYRRG6,Yes,Global,https://www.aak.com/reports/sustainability_report_2021/mobile/index.html,2021
AgroAmerica,Nov-22,88.9,86.77,88.9,81.36,90.28,92.11,84.81,33.21,25.26,24.91,100,91.4,74.4,82.5,94.6,95.2,89.7,97.1,65.6,85.7,,"Agrocaribe Agroaceite Agropalma de Inversiones, S.A.",1171726D VI Equity,,,Subsidiaries,"Guatemala (Izabal, Retalhuleu), Panama (Chiriqui), Mexico (Veracruz)",https://agroamerica.com/en/tropical-oil-sustainability-report-2021/,2021
AgroAmerica,Nov-21,87.7,86.61,89.5,80.83,93.94,88.51,84.04,17.49,19.72,46.83,-,-,-,-,-,-,-,-,-,-,,"Agrocaribe Agroaceite Agropalma de Inversiones, S.A.",1171726D VI Equity,,,Subsidiaries,"Guatemala (Izabal, Retalhuleu), Panama (Chiriqui), Mexico (Veracruz)",https://agroamerica.com/en/tropical-oil-sustainability-report-2021/,2021
AgroAmerica,Nov-20,85,82.99,82.65,66.32,88.24,93.24,74.59,12.74,37.5,24.34,-,-,-,-,-,-,-,-,-,-,,"Agrocaribe Agroaceite Agropalma de Inversiones, S.A.",1171726D VI Equity,,,Subsidiaries,"Guatemala (Izabal, Retalhuleu), Panama (Chiriqui), Mexico (Veracruz)",https://agroamerica.com/en/tropical-oil-sustainability-report-2021/,2021
AgroAmerica,Oct-19,65.8,63.53,63.08,48.84,48.57,82.28,56.39,9.67,18.08,28.64,-,-,-,-,-,-,-,-,-,-,,"Agrocaribe Agroaceite Agropalma de Inversiones, S.A.",1171726D VI Equity,,,Subsidiaries,"Guatemala (Izabal, Retalhuleu), Panama (Chiriqui), Mexico (Veracruz)",https://agroamerica.com/en/tropical-oil-sustainability-report-2021/,2021
AgroAmerica,Nov-18,63.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Agrocaribe Agroaceite Agropalma de Inversiones, S.A.",1171726D VI Equity,,,Subsidiaries,"Guatemala (Izabal, Retalhuleu), Panama (Chiriqui), Mexico (Veracruz)",https://agroamerica.com/en/tropical-oil-sustainability-report-2021/,2021
Agropalma Group,Nov-22,90.9,88.46,89.08,79.65,94.87,95.45,84.14,29.73,27.38,27.03,95.8,91.4,80.4,97.4,93.3,89.5,97,100,57.8,92.9,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Nov-21,88.2,86.29,85.39,75.49,93.42,92.11,81.68,12.47,25,44.21,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Nov-20,86.4,84.85,83.08,74.6,84.62,90.79,82.69,17.46,40.28,24.96,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Oct-19,82.9,83.56,78.26,73.23,89.74,87.97,74.34,10.71,31.21,32.42,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Nov-18,93.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Nov-17,91.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Jun-17,84.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Oct-16,92.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,May-16,94.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Oct-15,88.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Jul-15,92,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Agropalma Group,Apr-15,92,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Alfa Conglomerate,,0214669D BZ Equity,,,Yes,Brazil (Pará state and São Paulo state),https://agropalma.com.br/wp-content/uploads/2022/01/rel_sust_agropalma_2019_portugues_final_09fev21-1613152603.pdf,2019
Anglo-Eastern Plantations plc,Nov-22,57.7,52.38,55.69,45,68.57,71.23,36.33,16.41,9.38,10.55,59.1,79.4,17.9,46.1,65,71.3,54.2,69.3,17.5,71.4,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Nov-21,54.6,47.78,54.25,41.03,60.29,70.14,33.98,14.06,9.77,10.16,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Nov-20,47.7,44.33,44.33,32.89,52.94,61.11,28.75,12.08,5.83,10.83,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Oct-19,39.3,39.05,37.17,20.51,40,51.33,25.72,17.03,8.7,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Nov-18,21.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Nov-17,23.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Jun-17,21.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Oct-16,11.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,May-16,10.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Anglo-Eastern Plantations plc,Oct-15,10.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Genton International Limited,,AEP LN Equity,ANEA.L,36577,No,"Indonesia (North Sumatera, Bengkulu, Riau, Bangka, South Sumatera, Kalimantan), Malaysia",,
Apical Group,Nov-22,91.7,89.98,93.95,89.62,95.65,95.37,84.46,5,69.46,10,90,95.3,71.9,87.5,83.3,100,84.1,96.6,98.4,85.7,RGE Pte Ltd.,AAA Oils & Fats Pte. Ltd.,1429984D IJ Equity,,,Subsidiaries,"Indonesia (Jakarta, Sumatra, Kalimantan); China (Nanjing), Spain",https://www.apicalgroup.com/wp-content/uploads/2022/06/APICAL-SR2021-1.pdf,2021
Apical Group,Nov-21,89.4,86.74,91.03,86.15,88.1,93.4,84.79,7.26,69.87,7.67,-,-,-,-,-,-,-,-,-,-,RGE Pte Ltd.,AAA Oils & Fats Pte. Ltd.,1429984D IJ Equity,,,Subsidiaries,"Indonesia (Jakarta, Sumatra, Kalimantan); China (Nanjing), Spain",https://www.apicalgroup.com/wp-content/uploads/2022/06/APICAL-SR2021-1.pdf,2021
Apical Group,Nov-20,82.5,78.11,82.74,76.88,85.71,85.19,76.97,9.69,59.62,7.67,-,-,-,-,-,-,-,-,-,-,RGE Pte Ltd.,AAA Oils & Fats Pte. Ltd.,1429984D IJ Equity,,,Subsidiaries,"Indonesia (Jakarta, Sumatra, Kalimantan); China (Nanjing), Spain",https://www.apicalgroup.com/wp-content/uploads/2022/06/APICAL-SR2021-1.pdf,2021
Apical Group,Oct-19,72.2,68.49,75.1,66.1,86.84,81.58,53.68,30.41,6.89,16.39,-,-,-,-,-,-,-,-,-,-,RGE Pte Ltd.,AAA Oils & Fats Pte. Ltd.,1429984D IJ Equity,,,Subsidiaries,"Indonesia (Jakarta, Sumatra, Kalimantan); China (Nanjing), Spain",https://www.apicalgroup.com/wp-content/uploads/2022/06/APICAL-SR2021-1.pdf,2021
Archer Daniels Midland Company (ADM),Nov-22,64.9,57.48,66.91,69.49,73.91,71.43,51.14,28.29,18.82,4.04,90,48.6,73.6,34.4,41.7,89.3,43.2,76.1,62.5,89.3,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Nov-21,63.1,55.71,61.79,64.65,71.43,70.83,48.27,28.68,16.22,3.38,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Nov-20,62.2,54.28,63.28,69.58,71.43,66.33,51.57,35.38,13.51,2.68,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Oct-19,53.3,48.72,55.95,47.73,65.71,64.56,34.49,25.91,8.57,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Nov-18,77.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Nov-17,57.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Jun-17,55.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Oct-16,48.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),May-16,46.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Archer Daniels Midland Company (ADM),Oct-15,35.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,"Olenex Holdings B.V., SIO (Société Industrielle des Oléagineux)",ADM US Equity,ADM.N,B29F3S8,Yes,Global,https://www.adm.com/globalassets/sustainability/sustainability-reports/pdfs/4019111_11_archer-daniels-midland_esg_clean-compressed.pdf,2021
Asian Agri Group,Nov-22,76.3,71.73,78.38,67.81,82.89,73.33,75.72,26.95,25.19,23.58,90.9,61.1,69.1,49.3,95,93.4,70.8,88.6,75,85.7,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Nov-21,73.4,68.92,76.07,64.98,81.08,71.62,70.91,10.22,17.69,43,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Nov-20,71.2,67.08,71.57,54.73,71.62,72.37,69.72,11.43,38.43,19.85,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Oct-19,69.7,66.22,75.39,68.27,67.19,64.67,76.66,8.46,31,37.2,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Nov-18,72.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Nov-17,65.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Jun-17,64.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Oct-16,54.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,May-16,57.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Asian Agri Group,Oct-15,51.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,RGE Group,PT Inti Indosawit Subur,BBG001H984X6 Equity,,,Yes,"Indonesia (North Sumatra, Riau, Jambi)",https://www.asianagri.com/wp-content/uploads/2022/05/Asian-Agri-SR_2021.pdf,2021
Astra Agro Lestari Tbk PT,Nov-22,46.6,44.52,47.5,43.98,62.5,48.7,36,22,3.67,10.33,68.2,67.2,3.3,44.7,30,65,23,54.3,48.4,50,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Nov-21,39.9,36.52,39.99,31.77,41.03,46.71,32.45,20,2.33,10.12,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Nov-20,41.8,36.35,40.68,28.85,39.74,51.97,32.19,19.86,4.11,8.22,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Oct-19,36.6,34.64,33.71,29.72,35,46.2,27.85,26.9,0.95,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Nov-18,49.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Nov-17,44.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Jun-17,42.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Oct-16,28.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,May-16,30.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Oct-15,28.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Jul-15,14.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Apr-15,12.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Jan-15,12.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Oct-14,12.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
Astra Agro Lestari Tbk PT,Jun-14,12.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Astra International Group,,AALI IJ Equity,AALI.JK,B67G8Q4,No,"Indonesia (Aceh, Riau, Jambi, Central Kalimantan, East Kalimantan, South Kalimantan, West Sulawesi, Central Sulawesi)",https://www.astra-agro.co.id/wp-content/uploads/2022/03/Sustainability-Report-2021-PT-ASTRA-AGRO-LESTARI-Tbk.pdf,2021
