Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
Daabon Group,Nov-22,87.5,85.44,87.44,79.47,83.33,92.76,83.4,40.77,21.07,21.57,91.7,86.8,83.5,90.8,97.5,76.9,91.7,94.1,70.3,85.7,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Nov-21,83.4,84.57,82.31,77.29,82.81,90,76.27,21.04,17.91,37.31,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Nov-20,89.8,90.08,90.15,82.66,95.31,90.67,86.09,22.03,42.19,21.88,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Oct-19,93.5,93.44,95.7,89.73,95.31,96.1,89.82,12.5,41.31,36.01,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Nov-18,96.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Nov-17,95,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Jun-17,90.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Oct-16,98.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,May-16,96.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Daabon Group,Oct-15,92.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,1041436D CB Equity,,,Yes,"Colombia (Magdalena, Cesar, La Guajira, Santander)",http://www.daabon.com/daabon/en/sustainability_reports.php,2018
Danec S.A.,Nov-22,45.2,39.36,42.61,27.45,27.63,57.89,41.1,20.55,4.11,16.44,27.3,27.8,50,44.7,33.3,47.5,52,70,18.8,64.3,,"Palmeras de los Andes, Palmeras del Ecuador, Murrin Corp.",BBG011MNDXR5 Equity,,,Yes,Ecuador (Tambillo),https://www.danec.com/wp-content/uploads/2021/05/INFORME-SOCIAL-2017-2020-DANEC.pdf,2021
Danec S.A.,Nov-21,46.3,40.04,42.86,27.08,27.14,59.33,42.01,1.74,4.17,36.11,-,-,-,-,-,-,-,-,-,-,,"Palmeras de los Andes, Palmeras del Ecuador, Murrin Corp.",BBG011MNDXR5 Equity,,,Yes,Ecuador (Tambillo),https://www.danec.com/wp-content/uploads/2021/05/INFORME-SOCIAL-2017-2020-DANEC.pdf,2021
Danec S.A.,Nov-20,46.8,40.9,43.69,27.79,28.57,58,43.93,4.8,21.74,17.39,-,-,-,-,-,-,-,-,-,-,,"Palmeras de los Andes, Palmeras del Ecuador, Murrin Corp.",BBG011MNDXR5 Equity,,,Yes,Ecuador (Tambillo),https://www.danec.com/wp-content/uploads/2021/05/INFORME-SOCIAL-2017-2020-DANEC.pdf,2021
Danec S.A.,Oct-19,23.1,17.7,27.33,17.27,22.22,27.56,18.88,3.33,3.69,11.85,-,-,-,-,-,-,-,-,-,-,,"Palmeras de los Andes, Palmeras del Ecuador, Murrin Corp.",BBG011MNDXR5 Equity,,,Yes,Ecuador (Tambillo),https://www.danec.com/wp-content/uploads/2021/05/INFORME-SOCIAL-2017-2020-DANEC.pdf,2021
Darmex Agro PT,Nov-22,0.8,1.03,1.25,0,3.75,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Nov-21,1.3,1.04,2.1,0,3.85,1.32,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Nov-20,1.3,0.35,2.12,0,1.28,1.32,1.37,1.37,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Oct-19,0.8,0.36,1.14,0,1.25,1.27,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Nov-18,1.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Nov-17,1.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Jun-17,1.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Oct-16,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,May-16,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Darmex Agro PT,Oct-15,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PT. Dutapalma Nusantara,0889190D IJ Equity,,,Terminated,"Indonesia (Riau, Pekanbaru, Jambi and Kalimantan)",,
Dhanistha Surya Nusantara,Nov-22,11.4,11.6,12.5,8.97,4.29,23.97,0.79,0.79,0,0,18.2,8.8,3.9,15.8,23.3,15,4.2,14.3,0,0,,,Private,,,,"Indonesia (South Sumatra, West Kalimantan, Central Kalimantan, East Kalimantan and North Kalimantan).",,
Dharma Satya Nusantara Tbk,Nov-22,86.4,83.35,89.65,82.17,87.14,93.24,77.81,36.9,21.73,19.17,97.7,90.3,62.1,66.8,93.3,87.5,87.5,95.7,90,85.7,,,DSNG IJ Equity,DSNG.JK,BYZ7DK4,Yes,"Indonesia (Central Kalimantan, East Kalimantan, North Kalimantan, West Kalimantan)",https://dsn.co.id/wp-content/uploads/2022/03/DSN-SR-2021-25-Maret-2022-Final.pdf,2021
Dharma Satya Nusantara Tbk,Nov-21,85.9,82.88,89.79,81.73,88.24,92.47,77.02,16.97,18.65,41.4,-,-,-,-,-,-,-,-,-,-,,,DSNG IJ Equity,DSNG.JK,BYZ7DK4,Yes,"Indonesia (Central Kalimantan, East Kalimantan, North Kalimantan, West Kalimantan)",https://dsn.co.id/wp-content/uploads/2022/03/DSN-SR-2021-25-Maret-2022-Final.pdf,2021
Dharma Satya Nusantara Tbk,Nov-20,75.3,71.84,80.63,58.95,76.47,85.14,63.36,12.31,33.98,17.06,-,-,-,-,-,-,-,-,-,-,,,DSNG IJ Equity,DSNG.JK,BYZ7DK4,Yes,"Indonesia (Central Kalimantan, East Kalimantan, North Kalimantan, West Kalimantan)",https://dsn.co.id/wp-content/uploads/2022/03/DSN-SR-2021-25-Maret-2022-Final.pdf,2021
Dharma Satya Nusantara Tbk,Oct-19,36.7,38,42.64,35.21,31.43,31.33,45.12,7.25,15.26,22.61,-,-,-,-,-,-,-,-,-,-,,,DSNG IJ Equity,DSNG.JK,BYZ7DK4,Yes,"Indonesia (Central Kalimantan, East Kalimantan, North Kalimantan, West Kalimantan)",https://dsn.co.id/wp-content/uploads/2022/03/DSN-SR-2021-25-Maret-2022-Final.pdf,2021
Dharma Satya Nusantara Tbk,Nov-18,35.5,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,DSNG IJ Equity,DSNG.JK,BYZ7DK4,Yes,"Indonesia (Central Kalimantan, East Kalimantan, North Kalimantan, West Kalimantan)",https://dsn.co.id/wp-content/uploads/2022/03/DSN-SR-2021-25-Maret-2022-Final.pdf,2021
Eagle High Plantations Tbk PT,Nov-22,71.6,65.54,76.43,61.63,75.71,79.45,60.11,31.05,15.6,13.47,95.5,79.4,32.7,55.5,95,64.3,63.3,87.1,45,85.7,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Nov-21,62.5,54.86,67.24,50.41,76.47,63.89,53.11,8.71,10.08,34.32,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Nov-20,62.6,55.5,66.48,53.11,73.53,68.06,50.16,8.03,30.33,11.8,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Oct-19,45.8,43.1,50.33,44.37,65.71,44.67,36.53,7.58,28.95,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Nov-18,36.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Nov-17,25.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Jun-17,28.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Oct-16,20.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,May-16,19.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Eagle High Plantations Tbk PT,Oct-15,14.3,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Rajawali Group (37.4%),,BWPT IJ Equity,BWPT.JK,,Yes,"Central Kalimantan,East Kalimantan,South Kalimantan,West Kalimantan,West Papua,West Sumatra",https://eaglehighplantations.com/en/investor/keberlanjutan,2021
Emami Agrotech Ltd,Nov-22,3.4,4.93,5,8.93,8.7,0,4.61,1.97,2.63,0,0,6.7,39.3,0,0,0,0,0,0,0,Emami Group,,0181746D IN Equity,,,Yes,"India (Andhra Pradesh, West Bengal)",,
Emami Agrotech Ltd,Nov-21,2.6,3.82,3.77,6.88,4.76,0,4.73,2.03,2.7,0,-,-,-,-,-,-,-,-,-,-,Emami Group,,0181746D IN Equity,,,Yes,"India (Andhra Pradesh, West Bengal)",,
Emami Agrotech Ltd,Nov-20,4,5.21,5.74,10.63,7.14,2.04,4.73,2.03,2.7,0,-,-,-,-,-,-,-,-,-,-,Emami Group,,0181746D IN Equity,,,Yes,"India (Andhra Pradesh, West Bengal)",,
Emami Agrotech Ltd,Oct-19,3.5,5.28,4.83,10.37,7.14,1.69,4.07,1.74,2.33,0,-,-,-,-,-,-,-,-,-,-,Emami Group,,0181746D IN Equity,,,Yes,"India (Andhra Pradesh, West Bengal)",,
FELCRA Bhd,Nov-22,5.8,4.55,8.9,6.6,8.97,7.79,2.05,0.68,1.37,0,9.1,13,6.7,0,0,0,0,11.4,6.3,7.1,,Felcra Processing & Engineering Bhd.,1471Z MK Equity,,,No,Malaysia,,
FELCRA Bhd,Nov-21,7.8,6.64,11.06,10.23,17.65,6.76,3.79,2.27,1.52,0,-,-,-,-,-,-,-,-,-,-,,Felcra Processing & Engineering Bhd.,1471Z MK Equity,,,No,Malaysia,,
FELCRA Bhd,Nov-20,7.9,8.05,10.94,8.11,10.29,9.72,4.24,2.54,1.69,0,-,-,-,-,-,-,-,-,-,-,,Felcra Processing & Engineering Bhd.,1471Z MK Equity,,,No,Malaysia,,
FELCRA Bhd,Oct-19,9.2,8.61,11.4,10,15.71,11.18,3.62,2.17,1.45,0,-,-,-,-,-,-,-,-,-,-,,Felcra Processing & Engineering Bhd.,1471Z MK Equity,,,No,Malaysia,,
Feronia Inc,Nov-22,31.6,26.01,35,24.24,33.33,48.89,18.03,8.61,4.51,4.92,42.5,50,18.2,29.2,36.4,17.7,25,49.1,0,41.7,,PLANTATIONS ET HUILERIES DU CONGO,FRN CN Equity,FRN.V,,Yes,"Democratic Republic of the Congo (The Equateur, Mongala and Tshopo provinces)",https://feronia.com/uploads/2018-09-11/feroniareport2017-124330.pdf,2017
Feronia Inc,Nov-21,30.3,23.94,37.83,25,44.64,40,15.95,7.33,4.74,3.88,-,-,-,-,-,-,-,-,-,-,,PLANTATIONS ET HUILERIES DU CONGO,FRN CN Equity,FRN.V,,Yes,"Democratic Republic of the Congo (The Equateur, Mongala and Tshopo provinces)",https://feronia.com/uploads/2018-09-11/feroniareport2017-124330.pdf,2017
Feronia Inc,Nov-20,39.3,32.14,48.65,35.16,51.72,53.41,21.36,10,6.82,4.55,-,-,-,-,-,-,-,-,-,-,,PLANTATIONS ET HUILERIES DU CONGO,FRN CN Equity,FRN.V,,Yes,"Democratic Republic of the Congo (The Equateur, Mongala and Tshopo provinces)",https://feronia.com/uploads/2018-09-11/feroniareport2017-124330.pdf,2017
Feronia Inc,Oct-19,30,23.67,35,36.43,57.58,26,20.24,9.92,10.32,0,-,-,-,-,-,-,-,-,-,-,,PLANTATIONS ET HUILERIES DU CONGO,FRN CN Equity,FRN.V,,Yes,"Democratic Republic of the Congo (The Equateur, Mongala and Tshopo provinces)",https://feronia.com/uploads/2018-09-11/feroniareport2017-124330.pdf,2017
Feronia Inc,Nov-18,44.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,PLANTATIONS ET HUILERIES DU CONGO,FRN CN Equity,FRN.V,,Yes,"Democratic Republic of the Congo (The Equateur, Mongala and Tshopo provinces)",https://feronia.com/uploads/2018-09-11/feroniareport2017-124330.pdf,2017
FGV Holdings Bhd,Nov-22,71.6,66.25,72.08,58.67,70.51,79.87,63.64,29.67,16.05,17.92,81.8,73.2,47.1,59.7,85.7,66.1,76.6,88.2,45.3,85.7,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Nov-21,74.2,68.92,75.71,63.59,78.38,81.58,64.79,11.54,16.45,36.8,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Nov-20,69.9,63,71.24,58.6,69.74,77.63,61.93,10.89,35.14,15.91,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Oct-19,59.1,54.35,55.07,48.76,56.25,74.05,45.67,10.31,24.79,10.57,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Nov-18,65.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Nov-17,55.8,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Jun-17,57.4,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Oct-16,33.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,May-16,32.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV Holdings Bhd,Oct-15,44.6,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,FELDA (The Federal Land Development Authority),"PONTIAN UNITED PLANTATIONS BERHAD,",FGV MK Equity,FGVH.KL,B8L1DR5,Yes,"Malaysia (Johor, Kelantan, Negeri Sembilan, Pahang, Perak, 
 Sabah, Sarawak, Terengganu) Indonesia (West Kalimantan)",https://bit.ly/3JQXszK,2021
FGV IFFCO,Nov-22,15.3,13.66,17.13,24.47,8.7,20.41,12.87,0,7.75,0,10,16.7,62.8,12.5,16.7,7.1,0,17.4,0,28.6,,,2201471D MK Equity,,,Yes,Malaysia and Global,,
FGV IFFCO,Nov-21,11.2,15.11,13.55,22.02,7.14,9.38,15.87,0.08,10.53,0,-,-,-,-,-,-,-,-,-,-,,,2201471D MK Equity,,,Yes,Malaysia and Global,,
FGV IFFCO,Nov-20,9.8,13.75,12.05,18.39,4.76,9.18,13.26,2.74,10.53,0,-,-,-,-,-,-,-,-,-,-,,,2201471D MK Equity,,,Yes,Malaysia and Global,,
First Resources Ltd,Nov-22,67.9,63.77,70.3,60.68,77.5,70.13,60.42,33.78,13.05,13.58,81.8,72.4,40.4,42.8,90,65.4,67.4,77.9,57.8,85.7,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Nov-21,65.4,62.11,68.38,61.06,75,70.39,55.34,17.91,11.82,25.61,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Nov-20,64.8,61.08,67.74,58.19,77.63,68.42,54.47,15.11,27.05,12.3,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Oct-19,64.1,63.3,63.49,58.38,82.05,70.89,47.92,16.78,22.62,8.53,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Nov-18,69.9,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Nov-17,62.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Jun-17,62,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Oct-16,40.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,May-16,41.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Oct-15,41.1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Jul-15,32.7,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Apr-15,20,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Jan-15,20,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Oct-14,20,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
First Resources Ltd,Jun-14,18.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,Eight Capital Inc.,,FR SP Equity,FRLD.SI,B2927P4,Yes,"Indonesia (East Kalimantan, Riau, West Kalimantan)",https://www.first-resources.com/upload/file/20220405/20220405231918_35363.pdf,2021
Frigorifico Allana Pvt Ltd (Previously assessed Allana Group),Nov-22,8.7,9.67,9.59,15.25,7.14,10.2,7.5,1.97,5.53,0,6.3,6.7,58.6,6.3,0,7.1,6.8,6.5,0,7.1,Allana Group,,0895159D IN Equity,,,Yes,"India (Jaipur, Ludhiana, Delhi, Indore, Kanola, Ahmedabad, Udgir, Khopoli, Mumbai, Kalwa, Bangalore, Kolkata, Hyderabad, Bangalore, Kochi, Chennai)",,
